Name,Subtitle,BatteryCapacity,TopSpeed,Acceleration,Range,Efficiency,FastChargeSpeed,Drive,Segment,NumberofSeats, PriceinGermany , PriceinUK ,region,address,aux address,type,power
Tesla Cybertruck Dual Motor,Battery Electric Vehicle ,       120 kWh ,190,9.7,460,261,710,All Wheel Drive,C,7," $55,000 "," $48,000 ",SDMC,"EESL NnullBlock GKnull1, SDMC parking New Delhi","Electric Vehicle Charger, EESL NnullBlock GKnull1, SDMC parking New Delhi",DCnull001,15
Tesla Cybertruck Tri Motor,Battery Electric Vehicle ,       200 kWh ,210,2.5,750,267,710,All Wheel Drive,F,7," $75,000 "," $68,000 ",SDMC,"SDMC Parking, B6, Safderjung Enclave","Electric Vehicle Charger, SDMC Parking, B6, Safderjung Enclave",DCnull001,15
Lexus UX 300e,Battery Electric Vehicle ,       50 kWh ,160,11.4,260,192,150,Front Wheel Drive,B,5," $47,550 "," $43,900 ",SDMC,"SDMC Parking, SDA Market, Hauz Khas, New Delhi, Delhi 110016","Electric Vehicle Charger, SDMC Parking, SDA Market, Hauz Khas, New Delhi, Delhi 110016",DCnull001,15
BMW i4 eDrive40,Battery Electric Vehicle ,       80.7 kWh,190,3.7,475,170,660,Rear Wheel Drive,D,5," $58,300 "," $51,905 ",SDMC,"SDMC Parking, Aurbindo Market Place,Hauz Khas, New Delhi, Delhi 110016","Electric Vehicle Charger, SDMC Parking, Aurbindo Market Place,Hauz Khas, New Delhi, Delhi 110016",DCnull001,15
Audi enulltron 55 quattro,Battery Electric Vehicle ,       86.5 kWh,200,7.6,365,237,590,All Wheel Drive,C,5, $-   ," $71,500 ",SDMC,"SDMC Parking, R Block, GKnull1, DELHInull110016","Electric Vehicle Charger, SDMC Parking, R Block, GKnull1, DELHInull110016",DCnull001,15
Aiways U5 ,Battery Electric Vehicle ,       63 kWh ,150,4.8,335,188,350,Front Wheel Drive,E,5," $35,993 ", $-   ,NKDA,"Near Tank No 3, Opp Goutams, Street Number 24,Sub Central Business District Action Area 1, Action Area I, Newtown West Bengal 700156","Electric Vehicle Charger, Near Tank No 3, Opp Goutams, Street Number 24,Sub Central Business District Action Area 1, Action Area I, Newtown West Bengal 700156",DCnull001,15
Renault Twingo Electric,Battery Electric Vehicle ,       21.3 kWh,135,7,130,164,null,Rear Wheel Drive,D,4," $24,790 ", $-   ,NKDA,"Near Tank No 3, Opp Goutams, Street Number 24,Sub Central Business District Action Area 1, Action Area I, Newtown West Bengal 700156","Electric Vehicle Charger, Near Tank No 3, Opp Goutams, Street Number 24,Sub Central Business District Action Area 1, Action Area I, Newtown West Bengal 700156",ACnull001,10
Audi enulltron S 55 quattro,Battery Electric Vehicle ,       86.5 kWh,210,4,320,270,510,All Wheel Drive,F,5," $93,800 "," $87,000 ",NKDA,"NKDA New Town Business Club Parking Lot, AE Block(Newtown), Newtown, West Bengal 700059","Electric Vehicle Charger, NKDA New Town Business Club Parking Lot, AE Block(Newtown), Newtown, West Bengal 700059",DCnull001,15
Audi enulltron S Sportback 55 quattro,Battery Electric Vehicle ,       86.5 kWh,210,14,335,258,540,All Wheel Drive,N,5," $96,050 "," $88,700 ",NKDA,"NKDA New Town Business Club Parking Lot, AE Block(Newtown), Newtown, West Bengal 700059","Electric Vehicle Charger, NKDA New Town Business Club Parking Lot, AE Block(Newtown), Newtown, West Bengal 700059",ACnull001,10
Volkswagen ID.4 1st,Battery Electric Vehicle ,       77 kWh,160,5,410,188,500,Rear Wheel Drive,N,5, $-   ," $40,800 ",NKDA,"Parking Lot, 7 Wonders, Gate No 4, Eco Park Entry Plaza, AA IIB, Newtown, Kolkata, West Bengal 700135","Electric Vehicle Charger, Parking Lot, 7 Wonders, Gate No 4, Eco Park Entry Plaza, AA IIB, Newtown, Kolkata, West Bengal 700135",DCnull001,15
Byton MnullByte 95 kWh 2WD,Battery Electric Vehicle ,       95 kWh ,190,22.4,400,238,480,Rear Wheel Drive,N,5," $62,000 "," $57,500 ",NKDA,"Parking Lot, 7 Wonders, Gate No 4, Eco Park Entry Plaza, AA IIB, Newtown, Kolkata, West Bengal 700135","Electric Vehicle Charger, Parking Lot, 7 Wonders, Gate No 4, Eco Park Entry Plaza, AA IIB, Newtown, Kolkata, West Bengal 700135",ACnull001,10
Fiat 500e Cabrio,Battery Electric Vehicle ,       37.3 kWh ,150,6,245,152,410,Front Wheel Drive,D,4," $30,560 "," $26,645 ",NKDA,"Parking Lot Golf Club, Gate no. 6, Ecopark, Deshbandhu Nagar, Rekjuani, West Bengal 700156","Electric Vehicle Charger, Parking Lot Golf Club, Gate no. 6, Ecopark, Deshbandhu Nagar, Rekjuani, West Bengal 700156",DCnull001,15
Opel Mokkanulle ,Battery Electric Vehicle ,       45 kWh ,150,6.9,255,176,340,Front Wheel Drive,B,5," $34,110 "," $30,540 ",NKDA,"Parking Lot Golf Club, Gate no. 6, Ecopark, Deshbandhu Nagar, Rekjuani, West Bengal 700156","Electric Vehicle Charger, Parking Lot Golf Club, Gate no. 6, Ecopark, Deshbandhu Nagar, Rekjuani, West Bengal 700156",ACnull001,10
Skoda Enyaq iV 60,Battery Electric Vehicle ,       58 kWh,160,7,330,176,420,Rear Wheel Drive,C,5," $38,850 "," $31,995 ",NKDA,"NKDA Parking Lot, Beside Tata Memorial Cancer Hospital , 14, MAR(EnullW), DH Block(Newtown), Action Area I, Newtown, Kolkata, West Bengal 700160","Electric Vehicle Charger, NKDA Parking Lot, Beside Tata Memorial Cancer Hospital , 14, MAR(EnullW), DH Block(Newtown), Action Area I, Newtown, Kolkata, West Bengal 700160",DCnull001,15
Skoda Enyaq iV 80,Battery Electric Vehicle ,       77 kWh,160,3.5,420,183,510,Rear Wheel Drive,F,5," $43,950 "," $39,350 ",NKDA,"NKDA Parking Lot, Beside Tata Memorial Cancer Hospital , 14, MAR(EnullW), DH Block(Newtown), Action Area I, Newtown, Kolkata, West Bengal 700160","Electric Vehicle Charger, NKDA Parking Lot, Beside Tata Memorial Cancer Hospital , 14, MAR(EnullW), DH Block(Newtown), Action Area I, Newtown, Kolkata, West Bengal 700160",ACnull001,10
Skoda Enyaq iV 80X,Battery Electric Vehicle ,       77 kWh,160,5.5,405,190,500,All Wheel Drive,E,5," $47,000 "," $42,000 ",NKDA,"NKDA Parking Lot, Beside Axis Mall, CF Block Newtown, Action Area 1C, Newtown, Kolkata, West Bengal 700156","Electric Vehicle Charger, NKDA Parking Lot, Beside Axis Mall, CF Block Newtown, Action Area 1C, Newtown, Kolkata, West Bengal 700156",DCnull001,15
Skoda Enyaq iV RS,Battery Electric Vehicle ,       77 kWh,180,9,395,195,480,All Wheel Drive,C,5," $50,000 "," $45,000 ",NKDA,"NKDA Parking Lot, Beside Axis Mall, CF Block Newtown, Action Area 1C, Newtown, Kolkata, West Bengal 700156","Electric Vehicle Charger, NKDA Parking Lot, Beside Axis Mall, CF Block Newtown, Action Area 1C, Newtown, Kolkata, West Bengal 700156",ACnull001,10
Fiat 500e Hatchback 42 kWh,Battery Electric Vehicle ,       37.3 kWh ,150,9.8,250,149,420,Front Wheel Drive,C,4," $27,560 "," $23,995 ",Noida Authority,"Ganga Shopping Complex, Sector 29, Noida, Uttar Pradesh 201301","Electric Vehicle Charger, Ganga Shopping Complex, Sector 29, Noida, Uttar Pradesh 201301",DCnull001,15
Citroen enullC4 ,Battery Electric Vehicle ,       45 kWh ,150,6.3,250,180,330,Front Wheel Drive,D,5," $34,640 "," $30,895 ",Noida Authority,"Near RTO OfficeSector 33A, Noida, Ghaziabad, Uttar Pradesh, 201301, India","Electric Vehicle Charger, Near RTO OfficeSector 33A, Noida, Ghaziabad, Uttar Pradesh, 201301, India",DCnull001,15
Jaguar InullPace EV400,Battery Electric Vehicle ,       84.7 kWh,200,12.7,365,232,340,All Wheel Drive,A,5," $77,300 "," $65,195 ",Noida Authority,"Sector 15, Nithari, Noida, Dadri, Gautam Buddha Nagar, Uttar Pradesh, 201301, India","Electric Vehicle Charger, Sector 15, Nithari, Noida, Dadri, Gautam Buddha Nagar, Uttar Pradesh, 201301, India",DCnull001,15
Kia enullSoul 64 kWh,Battery Electric Vehicle ,       64 kWh,167,6,370,173,350,Front Wheel Drive,D,5," $37,790 ", $-   ,Noida Authority,"road between sector 124 & 125 and beside SPCl Sector Road, Noida, Uttar Pradesh, 201313","Electric Vehicle Charger, road between sector 124 & 125 and beside SPCl Sector Road, Noida, Uttar Pradesh, 201313",DCnull001,15
Kia enullSoul 39 kWh,Battery Electric Vehicle ,       39.2 kWh,157,3.2,230,170,220,Front Wheel Drive,F,5," $33,990 ", $-   ,Noida Authority,Between kirti mann plaza and NMC hospital Sector 30 Noida,"Electric Vehicle Charger, Between kirti mann plaza and NMC hospital Sector 30 Noida",DCnull001,15
Audi Q4 Sportback enulltron 35,Battery Electric Vehicle ,       51.5 kWh,160,7.3,295,175,410,Rear Wheel Drive,C,5," $43,900 "," $42,250 ",Noida Authority,"Sector 142, Noida, Uttar Pradesh, 201305","Electric Vehicle Charger,  Sector 142, Noida, Uttar Pradesh, 201305",DCnull001,15
Nissan Ariya 63kWh,Battery Electric Vehicle ,       63 kWh,160,2.8,335,188,450,Front Wheel Drive,F,5," $45,000 "," $40,000 ",NDMC,"Outside Chelmsford Club/ Opposite CSIR Building, Rafi Marg, Sansad Marg Area, New Delhi 110001","Electric Vehicle Charger, Outside Chelmsford Club/ Opposite CSIR Building, Rafi Marg, Sansad Marg Area, New Delhi 110001",CCS/ChADEMO/ Type 2 AC,142
Nissan Ariya 87kWh,Battery Electric Vehicle ,       87 kWh,160,11.6,445,196,530,Front Wheel Drive,A,5," $50,000 "," $45,000 ",NDMC,"Gate No. 1, Lodhi Garden, Lodhi Estate, Lodhi Road, New Delhi 110003","Electric Vehicle Charger, Gate No. 1, Lodhi Garden, Lodhi Estate, Lodhi Road, New Delhi 110003",CCS/ChADEMO/ Type 2 AC,142
Nissan Ariya enull4ORCE 63kWh,Battery Electric Vehicle ,       63 kWh,200,6.6,325,194,440,All Wheel Drive,D,5," $50,000 "," $45,000 ",NDMC,"NMDC Parking, Dilli Haat, West Kidwai Nagar, New Delhi 110023","Electric Vehicle Charger, NMDC Parking, Dilli Haat, West Kidwai Nagar, New Delhi 110023",CCS/ChADEMO/ Type 2 AC,142
Nissan Ariya enull4ORCE 87kWh,Battery Electric Vehicle ,       87 kWh,200,10,420,207,500,All Wheel Drive,N,5," $57,500 "," $52,500 ",Noida Authority,"Op. C&R Textiles Ltd, sectornull60, Noida","Electric Vehicle Charger, Op. C&R Textiles Ltd, sectornull60, Noida",DCnull001,15
Nissan Ariya enull4ORCE 87kWh Performance,Battery Electric Vehicle ,       87 kWh,200,9,385,226,460,All Wheel Drive,B,5," $65,000 "," $57,500 ",Noida Authority,"Near Tata Advance Systems, sectornull 59, Noida","Electric Vehicle Charger, Near Tata Advance Systems, sectornull 59, Noida",DCnull001,15
Volkswagen ID.3 Pro Performance,Battery Electric Vehicle ,       58 kWh,160,7,350,166,440,Rear Wheel Drive,N,5," $36,495 "," $29,740 ",Noida Authority,"In front of Marie gold exports ltd, A block, sectornull64, Noida","Electric Vehicle Charger, In front of Marie gold exports ltd, A block, sectornull64, Noida",DCnull001,15
MG MG5 EV,Battery Electric Vehicle ,       48.8 kWh,185,6.8,295,165,340,Front Wheel Drive,E,5, $-   ," $25,095 ",Noida Authority,"In front of Hexagon pvt ltd, sectornull65, Noida","Electric Vehicle Charger, In front of Hexagon pvt ltd, sectornull65, Noida",DCnull001,15
Volkswagen ID.4 Pro Performance,Battery Electric Vehicle ,       77 kWh,160,6.2,410,188,500,Rear Wheel Drive,C,5," $44,450 "," $41,570 ",SDMC,"Charger 4,c/o SDMC, GKnull1 N Block market, New Delhi,, Delhi null 110048","Electric Vehicle Charger, Charger 4,c/o SDMC, GKnull1 N Block market, New Delhi,, Delhi null 110048",CCS/ChADEMO/ Type 2 AC,142
Mercedes EQV 300 ExtranullLong,Battery Electric Vehicle ,       90 kWh,160,9,320,281,280,Front Wheel Drive,C,7," $72,281 ", $-   ,SDMC,"Charger 5, c/o SDMC, GKnull1 N Block market, New Delhi,, Delhi null 110048","Electric Vehicle Charger, Charger 5, c/o SDMC, GKnull1 N Block market, New Delhi,, Delhi null 110048",CCS/ChADEMO/ Type 2 AC,142
Lucid Air Grand Touring,Battery Electric Vehicle ,       110 kWh ,270,4.5,660,167,1380,All Wheel Drive,E,5," $140,000 "," $125,000 ",SDMC,"EESL PVR Priya Vasant Vihar, SDMC parking New Delhi, Near Gold's Gym","Electric Vehicle Charger, EESL PVR Priya Vasant Vihar, SDMC parking New Delhi, Near Gold's Gym",DCnull001,15
Lucid Air Touring,Battery Electric Vehicle ,       85 kWh ,250,11.9,530,160,1390,All Wheel Drive,A,5," $95,000 "," $90,000 ",SDMC,"EESL PVR Priya Vasant Vihar, SDMC parking New Delhi, Near Plot 7","Electric Vehicle Charger, EESL PVR Priya Vasant Vihar, SDMC parking New Delhi, Near Plot 7",DCnull001,15
Lucid Air Pure,Battery Electric Vehicle ,       85 kWh ,200,7.9,540,157,1410,Rear Wheel Drive,B,5," $80,000 "," $70,000 ",SDMC,"EV Parking Slot 3null5, SDMC Parking, Hauz Khas Village, Hauz Khas, 110016","Electric Vehicle Charger, EV Parking Slot 3null5, SDMC Parking, Hauz Khas Village, Hauz Khas, 110016",CCS/ChADEMO/ Type 2 AC,142
Dacia Spring Electric,Battery Electric Vehicle ,       26.8 kWh ,125,5.7,170,158,120,Front Wheel Drive,C,4," $20,490 ", $-   ,SDMC,"EV Parking Slot 5, SDMC Parking, Hauz Khas Village, Hauz Khas, 110016","Electric Vehicle Charger, EV Parking Slot 5, SDMC Parking, Hauz Khas Village, Hauz Khas, 110016",CCS/ChADEMO/ Type 2 AC,142
Tesla Model 3 Standard Range Plus LFP,Battery Electric Vehicle ,       51 kWh ,225,9,340,150,570,Rear Wheel Drive,B,5," $43,560 "," $40,990 ",SDMC,"JnullBlock, Malviya Nagar, parking New Delhi","Electric Vehicle Charger, JnullBlock, Malviya Nagar, parking New Delhi",DCnull001,15
Tesla Model 3 Long Range Dual Motor,Battery Electric Vehicle ,       70 kWh ,233,7.3,455,154,570,All Wheel Drive,C,5, $-   ," $48,490 ",SDMC,"Veer Savarkar Marg, Lajpat Nagar, SDMC parking New Delhi","Electric Vehicle Charger, Veer Savarkar Marg, Lajpat Nagar, SDMC parking New Delhi",DCnull001,15
Tesla Model 3 Performance,Battery Electric Vehicle ,       76 kWh ,261,9.9,470,162,790,All Wheel Drive,B,5," $58,560 "," $59,990 ",SDMC,"Feroze Gandhi Road, Lajpat Nagar, SDMC parking New Delhi","Electric Vehicle Charger, Feroze Gandhi Road, Lajpat Nagar, SDMC parking New Delhi",DCnull001,15
Fiat 500e Hatchback 24 kWh,Battery Electric Vehicle ,       23.8 kWh ,135,7.5,165,144,260,Front Wheel Drive,E,4," $23,560 "," $20,495 ",SDMC,"Meharchand Market, SDMC parking, New Delhi","Electric Vehicle Charger, Meharchand Market, SDMC parking, New Delhi",DCnull001,15
Fiat 500e 3+1,Battery Electric Vehicle ,       37.3 kWh ,150,7.5,245,152,410,Front Wheel Drive,C,4," $29,560 ", $-   ,SDMC,"EESL HnullBlock, Sarita Vihar, SDMC parking New Delhi","Electric Vehicle Charger, EESL HnullBlock, Sarita Vihar, SDMC parking New Delhi",DCnull001,15
Mercedes EQC 400 4MATIC,Battery Electric Vehicle ,       80 kWh,180,4.5,370,216,440,All Wheel Drive,E,5," $66,069 "," $65,720 ",SDMC,"EESL, Plot 81null85, Nehru Place, SDMC Parking, New Delhi","Electric Vehicle Charger, EESL, Plot 81null85, Nehru Place, SDMC Parking, New Delhi",DCnull001,15
Kia enullNiro 64 kWh,Battery Electric Vehicle ,       64 kWh,167,5.9,370,173,350,Front Wheel Drive,C,5," $39,090 "," $32,445 ",NRANVP,"NRANVP, PARYAVAS BHAWAN, NORTH BLOCK, SECTOR 19, NAYA RAYPUR MARG, ATAL NAGAR RAIPUR","Electric Vehicle Charger, NRANVP, PARYAVAS BHAWAN, NORTH BLOCK, SECTOR 19, NAYA RAYPUR MARG, ATAL NAGAR RAIPUR",DCnull001,15
Kia enullNiro 39 kWh,Battery Electric Vehicle ,       39.2 kWh,155,5.1,235,167,230,Front Wheel Drive,C,5," $35,290 "," $30,345 ",NRANVP,"CBDNAVA RAIPUR MARG, SECTOR 21,KAYABANDHA, ATAL NAGAR RAIPUR DIST. 492101 Chhatisgarh","Electric Vehicle Charger, CBDNAVA RAIPUR MARG, SECTOR 21,KAYABANDHA, ATAL NAGAR RAIPUR DIST. 492101 Chhatisgarh",DCnull001,15
Citroen enullSpaceTourer XS 50 kWh,Battery Electric Vehicle ,       45 kWh ,130,7.5,185,243,250,Front Wheel Drive,E,7," $50,880 ", $-   ,Noida Authority,"Diagonally op. Sasta Sundar Hospital, sectornull 58, Noida","Electric Vehicle Charger, Diagonally op. Sasta Sundar Hospital, sectornull 58, Noida",DCnull001,15
Citroen enullSpaceTourer M 50 kWh,Battery Electric Vehicle ,       45 kWh ,130,,185,243,250,Front Wheel Drive,,7," $51,440 "," $31,995 ",Noida Authority,"In front of affinity salon, sectornull 51, Noida","Electric Vehicle Charger, In front of affinity salon, sectornull 51, Noida",DCnull001,15
Citroen enullSpaceTourer XL 50 kWh,Battery Electric Vehicle ,       45 kWh ,130,,180,250,240,Front Wheel Drive,,7," $52,230 ", $-   ,Noida Authority,"Side parking of HCL building, sectornull8, Noida","Electric Vehicle Charger, Side parking of HCL building, sectornull8, Noida",DCnull001,15
Citroen enullSpaceTourer M 75 kWh,Battery Electric Vehicle ,       68 kWh ,130,,270,252,290,Front Wheel Drive,,7," $57,440 ", $-   ,Noida Authority,"Opp Cnull101 Jain air travels, sectornull2, Noida","Electric Vehicle Charger, Opp Cnull101 Jain air travels, sectornull2, Noida",DCnull001,15
Citroen enullSpaceTourer XL 75 kWh,Battery Electric Vehicle ,       68 kWh ,130,,270,252,290,Front Wheel Drive,,7," $58,230 ", $-   ,Noida Authority,"H Block market, Haldiram, Car parking , sector null 63 , Noida null 201301","Electric Vehicle Charger, H Block market, Haldiram, Car parking , sector null 63 , Noida null 201301",CCS/ChADEMO/ Type 2 AC,142
Opel Zafiranulle Life S 50 kWh,Battery Electric Vehicle ,       45 kWh ,130,,185,243,250,Front Wheel Drive,,7," $56,700 ", $-   ,Noida Authority,"Electronic City , Metro Station parking gate no.2, Noida null 201301","Electric Vehicle Charger, Electronic City , Metro Station parking gate no.2, Noida null 201301",CCS/ChADEMO/ Type 2 AC,142
Opel Zafiranulle Life M 50 kWh,Battery Electric Vehicle ,       45 kWh ,130,,185,243,250,Front Wheel Drive,,7," $53,800 ", $-   ,Noida Authority,Between kirti mann plaza and NMC hospital Sector 30 Noida,"Electric Vehicle Charger, Between kirti mann plaza and NMC hospital Sector 30 Noida",CCS/ChADEMO/ Type 2 AC,142
Opel Zafiranulle Life L 50 kWh,Battery Electric Vehicle ,       45 kWh ,130,,180,250,240,Front Wheel Drive,,7," $54,625 "," $49,465 ",Noida Authority,"Near RTO OfficeSector 33A, Noida, Ghaziabad, Uttar Pradesh, 201301, India","Electric Vehicle Charger, Near RTO OfficeSector 33A, Noida, Ghaziabad, Uttar Pradesh, 201301, India",CCS/ChADEMO/ Type 2 AC,142
Opel Zafiranulle Life M 75 kWh,Battery Electric Vehicle ,       68 kWh ,130,,270,252,290,Front Wheel Drive,,7," $59,800 ", $-   ,Noida Authority,"road between sector 124 & 125 and beside SPCl Sector Road, Noida, Uttar Pradesh, 201313","Electric Vehicle Charger, road between sector 124 & 125 and beside SPCl Sector Road, Noida, Uttar Pradesh, 201313",CCS/ChADEMO/ Type 2 AC,142
Opel Zafiranulle Life L 75 kWh,Battery Electric Vehicle ,       68 kWh ,130,,270,252,290,Front Wheel Drive,,7," $60,625 ", $-   ,Noida Authority,"Sector 142, Near Advan Chowk  Noida, Uttar Pradesh, 201305","Electric Vehicle Charger,  Sector 142, Near Advan Chowk  Noida, Uttar Pradesh, 201305",CCS/ChADEMO/ Type 2 AC,142
Peugeot enullTraveller Compact 50 kWh,Battery Electric Vehicle ,       45 kWh ,130,,185,243,250,Front Wheel Drive,,7," $50,880 ", $-   ,Noida Authority,"Sector 61 Opposite Shopprix Mall , Noida, Uttar Pradesh, 201305","Electric Vehicle Charger,  Sector 61 Opposite Shopprix Mall , Noida, Uttar Pradesh, 201305",CCS/ChADEMO/ Type 2 AC,142
